"STCNTYFIP","STATE","COUNTY","OCC","OCCUPATION","OCCUPATION_BROAD","GENDER","TOTAL_POP","HISP-LAT","WHITE","AI-AN","ASIAN-PI","BLACK","TWO-OR-MORE","OTHER","PCT_HISP-LAT","PCT_WHITE","PCT_AI-AN","PCT_ASIAN-PI","PCT_BLACK","PCT_TWO-OR-MORE","PCT_OTHER"
"42089","Pennsylvania","Monroe","1821","Clinical and counseling psychologists","Psychologists","ALL",17,NA,17,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42089","Pennsylvania","Monroe","2003","Marriage and family therapists","Mental health counselors","ALL",36,NA,36,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42089","Pennsylvania","Monroe","2004","Mental health counselors","Mental health counselors","FEMALE",108,12,73,NA,NA,23,NA,NA,11.11,67.59,NA,NA,21.3,NA,NA
"42089","Pennsylvania","Monroe","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",35,NA,35,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42089","Pennsylvania","Monroe","0000","Total-Pop","Total-Pop","FEMALE",84927,13427,56035,28,2266,11212,1861,98,15.81,65.98,0.03,2.67,13.2,2.19,0.12
"42091","Pennsylvania","Montgomery","2004","Mental health counselors","Mental health counselors","ALL",423,44,321,NA,9,49,NA,NA,10.4,75.89,NA,2.13,11.58,NA,NA
"42091","Pennsylvania","Montgomery","2005","Rehabilitation counselors","Mental health counselors","ALL",102,NA,102,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42091","Pennsylvania","Montgomery","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",120,NA,62,NA,NA,58,NA,NA,NA,51.67,NA,NA,48.33,NA,NA
"42091","Pennsylvania","Montgomery","2003","Marriage and family therapists","Mental health counselors","ALL",181,37,144,NA,NA,NA,NA,NA,20.44,79.56,NA,NA,NA,NA,NA
"42091","Pennsylvania","Montgomery","1825","Other psychologists","Psychologists","MALE",353,NA,353,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42091","Pennsylvania","Montgomery","1821","Clinical and counseling psychologists","Psychologists","ALL",149,NA,149,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42091","Pennsylvania","Montgomery","1821","Clinical and counseling psychologists","Psychologists","FEMALE",136,NA,136,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42091","Pennsylvania","Montgomery","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",252,18,141,NA,NA,93,NA,NA,7.14,55.95,NA,NA,36.9,NA,NA
"42091","Pennsylvania","Montgomery","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",120,NA,62,NA,NA,58,NA,NA,NA,51.67,NA,NA,48.33,NA,NA
"42091","Pennsylvania","Montgomery","1821","Clinical and counseling psychologists","Psychologists","MALE",13,NA,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42091","Pennsylvania","Montgomery","1825","Other psychologists","Psychologists","ALL",1183,21,1016,NA,NA,94,52,NA,1.78,85.88,NA,NA,7.95,4.4,NA
"42091","Pennsylvania","Montgomery","0000","Total-Pop","Total-Pop","MALE",400307,21904,302332,243,29723,36436,8879,790,5.47,75.53,0.06,7.43,9.1,2.22,0.2
"42091","Pennsylvania","Montgomery","2005","Rehabilitation counselors","Mental health counselors","FEMALE",84,NA,84,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42091","Pennsylvania","Montgomery","2005","Rehabilitation counselors","Mental health counselors","MALE",18,NA,18,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42091","Pennsylvania","Montgomery","2004","Mental health counselors","Mental health counselors","MALE",40,NA,24,NA,NA,16,NA,NA,NA,60,NA,NA,40,NA,NA
"42091","Pennsylvania","Montgomery","2004","Mental health counselors","Mental health counselors","FEMALE",383,44,297,NA,9,33,NA,NA,11.49,77.55,NA,2.35,8.62,NA,NA
"42091","Pennsylvania","Montgomery","2003","Marriage and family therapists","Mental health counselors","MALE",74,NA,74,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42091","Pennsylvania","Montgomery","1822","School psychologists","Psychologists","ALL",374,NA,350,NA,NA,24,NA,NA,NA,93.58,NA,NA,6.42,NA,NA
"42091","Pennsylvania","Montgomery","2003","Marriage and family therapists","Mental health counselors","FEMALE",107,37,70,NA,NA,NA,NA,NA,34.58,65.42,NA,NA,NA,NA,NA
"42091","Pennsylvania","Montgomery","1822","School psychologists","Psychologists","MALE",129,NA,129,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42091","Pennsylvania","Montgomery","0000","Total-Pop","Total-Pop","FEMALE",423241,20352,321811,459,32097,38209,9590,723,4.81,76.03,0.11,7.58,9.03,2.27,0.17
"42091","Pennsylvania","Montgomery","1825","Other psychologists","Psychologists","FEMALE",830,21,663,NA,NA,94,52,NA,2.53,79.88,NA,NA,11.33,6.27,NA
"42091","Pennsylvania","Montgomery","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",209,NA,116,NA,NA,93,NA,NA,NA,55.5,NA,NA,44.5,NA,NA
"42091","Pennsylvania","Montgomery","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",43,18,25,NA,NA,NA,NA,NA,41.86,58.14,NA,NA,NA,NA,NA
"42091","Pennsylvania","Montgomery","1822","School psychologists","Psychologists","FEMALE",245,NA,221,NA,NA,24,NA,NA,NA,90.2,NA,NA,9.8,NA,NA
"42091","Pennsylvania","Montgomery","0000","Total-Pop","Total-Pop","ALL",823548,42256,624143,702,61820,74645,18469,1513,5.13,75.79,0.09,7.51,9.06,2.24,0.18
"42101","Pennsylvania","Philadelphia","2003","Marriage and family therapists","Mental health counselors","ALL",161,NA,25,NA,NA,136,NA,NA,NA,15.53,NA,NA,84.47,NA,NA
"42101","Pennsylvania","Philadelphia","2005","Rehabilitation counselors","Mental health counselors","FEMALE",107,20,18,NA,NA,69,NA,NA,18.69,16.82,NA,NA,64.49,NA,NA
"42101","Pennsylvania","Philadelphia","2004","Mental health counselors","Mental health counselors","FEMALE",542,32,199,NA,38,264,9,NA,5.9,36.72,NA,7.01,48.71,1.66,NA
"42101","Pennsylvania","Philadelphia","1822","School psychologists","Psychologists","ALL",439,NA,378,NA,NA,14,47,NA,NA,86.1,NA,NA,3.19,10.71,NA
"42101","Pennsylvania","Philadelphia","2004","Mental health counselors","Mental health counselors","ALL",804,32,226,NA,38,499,9,NA,3.98,28.11,NA,4.73,62.06,1.12,NA
"42101","Pennsylvania","Philadelphia","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",297,NA,147,NA,NA,134,16,NA,NA,49.49,NA,NA,45.12,5.39,NA
"42101","Pennsylvania","Philadelphia","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",343,NA,164,NA,NA,163,16,NA,NA,47.81,NA,NA,47.52,4.66,NA
"42101","Pennsylvania","Philadelphia","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",842,29,138,NA,21,654,NA,NA,3.44,16.39,NA,2.49,77.67,NA,NA
"42101","Pennsylvania","Philadelphia","1825","Other psychologists","Psychologists","FEMALE",534,36,414,NA,29,55,NA,NA,6.74,77.53,NA,5.43,10.3,NA,NA
"42101","Pennsylvania","Philadelphia","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",1428,29,232,NA,36,1131,NA,NA,2.03,16.25,NA,2.52,79.2,NA,NA
"42101","Pennsylvania","Philadelphia","0000","Total-Pop","Total-Pop","FEMALE",832216,117066,279485,1275,59774,351333,19872,3411,14.07,33.58,0.15,7.18,42.22,2.39,0.41
"42101","Pennsylvania","Philadelphia","1822","School psychologists","Psychologists","FEMALE",400,NA,339,NA,NA,14,47,NA,NA,84.75,NA,NA,3.5,11.75,NA
"42101","Pennsylvania","Philadelphia","2003","Marriage and family therapists","Mental health counselors","FEMALE",94,NA,25,NA,NA,69,NA,NA,NA,26.6,NA,NA,73.4,NA,NA
"42101","Pennsylvania","Philadelphia","0000","Total-Pop","Total-Pop","MALE",747617,115166,265012,1651,54142,291426,17343,2877,15.4,35.45,0.22,7.24,38.98,2.32,0.38
"42101","Pennsylvania","Philadelphia","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",586,NA,94,NA,15,477,NA,NA,NA,16.04,NA,2.56,81.4,NA,NA
"42101","Pennsylvania","Philadelphia","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",46,NA,17,NA,NA,29,NA,NA,NA,36.96,NA,NA,63.04,NA,NA
"42101","Pennsylvania","Philadelphia","1825","Other psychologists","Psychologists","MALE",247,NA,155,NA,34,58,NA,NA,NA,62.75,NA,13.77,23.48,NA,NA
"42101","Pennsylvania","Philadelphia","1825","Other psychologists","Psychologists","ALL",781,36,569,NA,63,113,NA,NA,4.61,72.86,NA,8.07,14.47,NA,NA
"42101","Pennsylvania","Philadelphia","2005","Rehabilitation counselors","Mental health counselors","ALL",191,20,18,NA,NA,86,NA,67,10.47,9.42,NA,NA,45.03,NA,35.08
"42101","Pennsylvania","Philadelphia","1822","School psychologists","Psychologists","MALE",39,NA,39,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42101","Pennsylvania","Philadelphia","2003","Marriage and family therapists","Mental health counselors","MALE",67,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,100,NA,NA
"42101","Pennsylvania","Philadelphia","0000","Total-Pop","Total-Pop","ALL",1579833,232232,544497,2926,113916,642759,37215,6288,14.7,34.47,0.19,7.21,40.69,2.36,0.4
"42101","Pennsylvania","Philadelphia","2004","Mental health counselors","Mental health counselors","MALE",262,NA,27,NA,NA,235,NA,NA,NA,10.31,NA,NA,89.69,NA,NA
"42101","Pennsylvania","Philadelphia","2005","Rehabilitation counselors","Mental health counselors","MALE",84,NA,NA,NA,NA,17,NA,67,NA,NA,NA,NA,20.24,NA,79.76
"42101","Pennsylvania","Philadelphia","1821","Clinical and counseling psychologists","Psychologists","ALL",141,20,88,NA,33,NA,NA,NA,14.18,62.41,NA,23.4,NA,NA,NA
"42101","Pennsylvania","Philadelphia","1821","Clinical and counseling psychologists","Psychologists","FEMALE",141,20,88,NA,33,NA,NA,NA,14.18,62.41,NA,23.4,NA,NA,NA
"42107","Pennsylvania","Schuylkill","2005","Rehabilitation counselors","Mental health counselors","ALL",124,17,107,NA,NA,NA,NA,NA,13.71,86.29,NA,NA,NA,NA,NA
"42107","Pennsylvania","Schuylkill","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",31,NA,9,NA,NA,22,NA,NA,NA,29.03,NA,NA,70.97,NA,NA
"42107","Pennsylvania","Schuylkill","1825","Other psychologists","Psychologists","ALL",21,NA,21,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42107","Pennsylvania","Schuylkill","0000","Total-Pop","Total-Pop","MALE",72803,3659,64545,88,229,3433,830,19,5.03,88.66,0.12,0.31,4.72,1.14,0.03
"42107","Pennsylvania","Schuylkill","2004","Mental health counselors","Mental health counselors","ALL",25,NA,25,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42107","Pennsylvania","Schuylkill","2004","Mental health counselors","Mental health counselors","FEMALE",25,NA,25,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42107","Pennsylvania","Schuylkill","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",69,NA,47,NA,NA,22,NA,NA,NA,68.12,NA,NA,31.88,NA,NA
"42107","Pennsylvania","Schuylkill","1822","School psychologists","Psychologists","ALL",47,NA,47,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42107","Pennsylvania","Schuylkill","0000","Total-Pop","Total-Pop","ALL",142488,6201,129599,122,591,3886,2051,38,4.35,90.95,0.09,0.41,2.73,1.44,0.03
"42107","Pennsylvania","Schuylkill","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",6,NA,6,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42107","Pennsylvania","Schuylkill","2005","Rehabilitation counselors","Mental health counselors","MALE",28,NA,28,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42107","Pennsylvania","Schuylkill","0000","Total-Pop","Total-Pop","FEMALE",69685,2542,65054,34,362,453,1221,19,3.65,93.35,0.05,0.52,0.65,1.75,0.03
"42107","Pennsylvania","Schuylkill","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",38,NA,38,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42107","Pennsylvania","Schuylkill","2005","Rehabilitation counselors","Mental health counselors","FEMALE",96,17,79,NA,NA,NA,NA,NA,17.71,82.29,NA,NA,NA,NA,NA
"42107","Pennsylvania","Schuylkill","1822","School psychologists","Psychologists","MALE",47,NA,47,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42107","Pennsylvania","Schuylkill","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",6,NA,6,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42107","Pennsylvania","Schuylkill","1825","Other psychologists","Psychologists","FEMALE",21,NA,21,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42129","Pennsylvania","Westmoreland","1822","School psychologists","Psychologists","FEMALE",113,NA,113,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42129","Pennsylvania","Westmoreland","0000","Total-Pop","Total-Pop","MALE",172637,2178,160989,72,1609,4418,3040,331,1.26,93.25,0.04,0.93,2.56,1.76,0.19
"42129","Pennsylvania","Westmoreland","1822","School psychologists","Psychologists","ALL",113,NA,113,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42129","Pennsylvania","Westmoreland","1825","Other psychologists","Psychologists","ALL",196,NA,196,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42129","Pennsylvania","Westmoreland","2005","Rehabilitation counselors","Mental health counselors","MALE",27,NA,27,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42129","Pennsylvania","Westmoreland","2005","Rehabilitation counselors","Mental health counselors","ALL",27,NA,27,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42129","Pennsylvania","Westmoreland","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",6,NA,6,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42129","Pennsylvania","Westmoreland","0000","Total-Pop","Total-Pop","FEMALE",180170,1990,169751,31,1720,3897,2529,252,1.1,94.22,0.02,0.95,2.16,1.4,0.14
"42129","Pennsylvania","Westmoreland","2003","Marriage and family therapists","Mental health counselors","FEMALE",18,NA,18,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42129","Pennsylvania","Westmoreland","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",6,NA,6,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42129","Pennsylvania","Westmoreland","2003","Marriage and family therapists","Mental health counselors","MALE",28,NA,16,NA,NA,12,NA,NA,NA,57.14,NA,NA,42.86,NA,NA
"42129","Pennsylvania","Westmoreland","2004","Mental health counselors","Mental health counselors","ALL",92,NA,92,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42129","Pennsylvania","Westmoreland","1821","Clinical and counseling psychologists","Psychologists","FEMALE",14,NA,14,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42129","Pennsylvania","Westmoreland","2004","Mental health counselors","Mental health counselors","FEMALE",81,NA,81,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42129","Pennsylvania","Westmoreland","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",93,NA,93,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42129","Pennsylvania","Westmoreland","1825","Other psychologists","Psychologists","MALE",43,NA,43,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42129","Pennsylvania","Westmoreland","1821","Clinical and counseling psychologists","Psychologists","ALL",14,NA,14,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42129","Pennsylvania","Westmoreland","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",195,37,151,NA,NA,7,NA,NA,18.97,77.44,NA,NA,3.59,NA,NA
"42129","Pennsylvania","Westmoreland","1825","Other psychologists","Psychologists","FEMALE",153,NA,153,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42129","Pennsylvania","Westmoreland","2003","Marriage and family therapists","Mental health counselors","ALL",46,NA,34,NA,NA,12,NA,NA,NA,73.91,NA,NA,26.09,NA,NA
"42129","Pennsylvania","Westmoreland","2004","Mental health counselors","Mental health counselors","MALE",11,NA,11,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42129","Pennsylvania","Westmoreland","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",102,37,58,NA,NA,7,NA,NA,36.27,56.86,NA,NA,6.86,NA,NA
"42129","Pennsylvania","Westmoreland","0000","Total-Pop","Total-Pop","ALL",352807,4168,330740,103,3329,8315,5569,583,1.18,93.75,0.03,0.94,2.36,1.58,0.17
"42133","Pennsylvania","York","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",226,NA,189,NA,NA,37,NA,NA,NA,83.63,NA,NA,16.37,NA,NA
"42133","Pennsylvania","York","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",29,NA,29,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42133","Pennsylvania","York","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",29,NA,29,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42133","Pennsylvania","York","2004","Mental health counselors","Mental health counselors","ALL",153,50,78,NA,NA,NA,25,NA,32.68,50.98,NA,NA,NA,16.34,NA
"42133","Pennsylvania","York","2003","Marriage and family therapists","Mental health counselors","ALL",117,NA,117,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42133","Pennsylvania","York","2003","Marriage and family therapists","Mental health counselors","MALE",117,NA,117,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42133","Pennsylvania","York","0000","Total-Pop","Total-Pop","FEMALE",225460,15931,188772,348,3658,10947,5294,510,7.07,83.73,0.15,1.62,4.86,2.35,0.23
"42133","Pennsylvania","York","1825","Other psychologists","Psychologists","FEMALE",105,NA,105,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42133","Pennsylvania","York","1822","School psychologists","Psychologists","ALL",65,NA,65,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42133","Pennsylvania","York","1825","Other psychologists","Psychologists","ALL",162,24,138,NA,NA,NA,NA,NA,14.81,85.19,NA,NA,NA,NA,NA
"42133","Pennsylvania","York","2005","Rehabilitation counselors","Mental health counselors","ALL",84,NA,84,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42133","Pennsylvania","York","2004","Mental health counselors","Mental health counselors","MALE",50,50,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
"42133","Pennsylvania","York","2004","Mental health counselors","Mental health counselors","FEMALE",103,NA,78,NA,NA,NA,25,NA,NA,75.73,NA,NA,NA,24.27,NA
"42133","Pennsylvania","York","1822","School psychologists","Psychologists","FEMALE",55,NA,55,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42133","Pennsylvania","York","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",105,NA,68,NA,NA,37,NA,NA,NA,64.76,NA,NA,35.24,NA,NA
"42133","Pennsylvania","York","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",121,NA,121,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42133","Pennsylvania","York","1825","Other psychologists","Psychologists","MALE",57,24,33,NA,NA,NA,NA,NA,42.11,57.89,NA,NA,NA,NA,NA
"42133","Pennsylvania","York","1822","School psychologists","Psychologists","MALE",10,NA,10,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42133","Pennsylvania","York","2005","Rehabilitation counselors","Mental health counselors","FEMALE",84,NA,84,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"42133","Pennsylvania","York","0000","Total-Pop","Total-Pop","MALE",219867,17101,182730,419,2945,11645,4655,372,7.78,83.11,0.19,1.34,5.3,2.12,0.17
"42133","Pennsylvania","York","0000","Total-Pop","Total-Pop","ALL",445327,33032,371502,767,6603,22592,9949,882,7.42,83.42,0.17,1.48,5.07,2.23,0.2
"44003","Rhode Island","Kent","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",14,NA,14,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44003","Rhode Island","Kent","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",9,9,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
"44003","Rhode Island","Kent","1822","School psychologists","Psychologists","FEMALE",24,NA,24,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44003","Rhode Island","Kent","0000","Total-Pop","Total-Pop","MALE",79353,4151,69608,196,2164,1377,1544,313,5.23,87.72,0.25,2.73,1.74,1.95,0.39
"44003","Rhode Island","Kent","2003","Marriage and family therapists","Mental health counselors","ALL",7,NA,7,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44003","Rhode Island","Kent","1822","School psychologists","Psychologists","MALE",48,NA,48,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44003","Rhode Island","Kent","2003","Marriage and family therapists","Mental health counselors","FEMALE",7,NA,7,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44003","Rhode Island","Kent","2005","Rehabilitation counselors","Mental health counselors","FEMALE",8,NA,8,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44003","Rhode Island","Kent","1825","Other psychologists","Psychologists","FEMALE",27,NA,27,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44003","Rhode Island","Kent","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",57,9,48,NA,NA,NA,NA,NA,15.79,84.21,NA,NA,NA,NA,NA
"44003","Rhode Island","Kent","1825","Other psychologists","Psychologists","MALE",13,NA,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44003","Rhode Island","Kent","2004","Mental health counselors","Mental health counselors","MALE",13,NA,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44003","Rhode Island","Kent","1821","Clinical and counseling psychologists","Psychologists","FEMALE",19,NA,19,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44003","Rhode Island","Kent","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",14,NA,14,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44003","Rhode Island","Kent","2004","Mental health counselors","Mental health counselors","ALL",99,NA,83,NA,16,NA,NA,NA,NA,83.84,NA,16.16,NA,NA,NA
"44003","Rhode Island","Kent","0000","Total-Pop","Total-Pop","FEMALE",84629,4003,75226,77,2177,1240,1734,172,4.73,88.89,0.09,2.57,1.47,2.05,0.2
"44003","Rhode Island","Kent","1821","Clinical and counseling psychologists","Psychologists","ALL",19,NA,19,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44003","Rhode Island","Kent","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",48,NA,48,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44003","Rhode Island","Kent","2004","Mental health counselors","Mental health counselors","FEMALE",86,NA,70,NA,16,NA,NA,NA,NA,81.4,NA,18.6,NA,NA,NA
"44003","Rhode Island","Kent","1825","Other psychologists","Psychologists","ALL",40,NA,40,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44003","Rhode Island","Kent","2005","Rehabilitation counselors","Mental health counselors","MALE",14,NA,14,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44003","Rhode Island","Kent","2005","Rehabilitation counselors","Mental health counselors","ALL",22,NA,22,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44003","Rhode Island","Kent","0000","Total-Pop","Total-Pop","ALL",163982,8154,144834,273,4341,2617,3278,485,4.97,88.32,0.17,2.65,1.6,2,0.3
"44003","Rhode Island","Kent","1822","School psychologists","Psychologists","ALL",72,NA,72,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44007","Rhode Island","Providence","2004","Mental health counselors","Mental health counselors","ALL",428,57,306,NA,65,NA,NA,NA,13.32,71.5,NA,15.19,NA,NA,NA
"44007","Rhode Island","Providence","2005","Rehabilitation counselors","Mental health counselors","ALL",98,NA,98,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44007","Rhode Island","Providence","0000","Total-Pop","Total-Pop","MALE",309065,72772,185864,812,12476,25925,8202,3014,23.55,60.14,0.26,4.04,8.39,2.65,0.98
"44007","Rhode Island","Providence","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",180,NA,180,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44007","Rhode Island","Providence","2003","Marriage and family therapists","Mental health counselors","ALL",122,NA,109,NA,NA,NA,NA,13,NA,89.34,NA,NA,NA,NA,10.66
"44007","Rhode Island","Providence","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",254,30,147,NA,NA,66,11,NA,11.81,57.87,NA,NA,25.98,4.33,NA
"44007","Rhode Island","Providence","2005","Rehabilitation counselors","Mental health counselors","MALE",18,NA,18,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44007","Rhode Island","Providence","1821","Clinical and counseling psychologists","Psychologists","FEMALE",112,29,55,NA,NA,NA,28,NA,25.89,49.11,NA,NA,NA,25,NA
"44007","Rhode Island","Providence","2005","Rehabilitation counselors","Mental health counselors","FEMALE",80,NA,80,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44007","Rhode Island","Providence","2003","Marriage and family therapists","Mental health counselors","MALE",59,NA,59,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44007","Rhode Island","Providence","1822","School psychologists","Psychologists","FEMALE",141,13,128,NA,NA,NA,NA,NA,9.22,90.78,NA,NA,NA,NA,NA
"44007","Rhode Island","Providence","1825","Other psychologists","Psychologists","ALL",401,190,211,NA,NA,NA,NA,NA,47.38,52.62,NA,NA,NA,NA,NA
"44007","Rhode Island","Providence","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",78,NA,78,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"44007","Rhode Island","Providence","2003","Marriage and family therapists","Mental health counselors","FEMALE",63,NA,50,NA,NA,NA,NA,13,NA,79.37,NA,NA,NA,NA,20.63
"44007","Rhode Island","Providence","1821","Clinical and counseling psychologists","Psychologists","ALL",156,29,99,NA,NA,NA,28,NA,18.59,63.46,NA,NA,NA,17.95,NA
"44007","Rhode Island","Providence","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",114,NA,48,NA,NA,66,NA,NA,NA,42.11,NA,NA,57.89,NA,NA
"44007","Rhode Island","Providence","1822","School psychologists","Psychologists","MALE",42,28,14,NA,NA,NA,NA,NA,66.67,33.33,NA,NA,NA,NA,NA
