"MET2013","METRO_AREA","OCC","OCCUPATION","OCCUPATION_BROAD","GENDER","TOTAL_POP","HISP-LAT","WHITE","AI-AN","ASIAN-PI","BLACK","TWO-OR-MORE","OTHER","PCT_HISP-LAT","PCT_WHITE","PCT_AI-AN","PCT_ASIAN-PI","PCT_BLACK","PCT_TWO-OR-MORE","PCT_OTHER"
40220,"Roanoke, VA","1825","Other psychologists","Psychologists","MALE",79,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,100,NA,NA
40380,"Rochester, NY","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",10,NA,10,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40380,"Rochester, NY","1821","Clinical and counseling psychologists","Psychologists","ALL",205,NA,205,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40380,"Rochester, NY","0000","Total-Pop","Total-Pop","MALE",541249,40590,416477,1164,14759,56818,10231,1210,7.5,76.95,0.22,2.73,10.5,1.89,0.22
40380,"Rochester, NY","2005","Rehabilitation counselors","Mental health counselors","MALE",73,NA,62,NA,NA,NA,11,NA,NA,84.93,NA,NA,NA,15.07,NA
40380,"Rochester, NY","1825","Other psychologists","Psychologists","FEMALE",656,NA,646,NA,NA,NA,10,NA,NA,98.48,NA,NA,NA,1.52,NA
40380,"Rochester, NY","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",356,32,294,NA,NA,NA,30,NA,8.99,82.58,NA,NA,NA,8.43,NA
40380,"Rochester, NY","0000","Total-Pop","Total-Pop","FEMALE",565668,39415,436551,1030,15787,60729,11517,639,6.97,77.17,0.18,2.79,10.74,2.04,0.11
40380,"Rochester, NY","2003","Marriage and family therapists","Mental health counselors","FEMALE",223,NA,157,NA,NA,20,46,NA,NA,70.4,NA,NA,8.97,20.63,NA
40380,"Rochester, NY","1822","School psychologists","Psychologists","FEMALE",442,NA,421,NA,21,NA,NA,NA,NA,95.25,NA,4.75,NA,NA,NA
40380,"Rochester, NY","1822","School psychologists","Psychologists","ALL",488,NA,467,NA,21,NA,NA,NA,NA,95.7,NA,4.3,NA,NA,NA
40380,"Rochester, NY","1825","Other psychologists","Psychologists","ALL",868,NA,856,NA,NA,NA,10,2,NA,98.62,NA,NA,NA,1.15,0.23
40380,"Rochester, NY","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",531,39,419,NA,NA,23,50,NA,7.34,78.91,NA,NA,4.33,9.42,NA
40380,"Rochester, NY","2004","Mental health counselors","Mental health counselors","FEMALE",421,10,301,NA,8,41,61,NA,2.38,71.5,NA,1.9,9.74,14.49,NA
40380,"Rochester, NY","2003","Marriage and family therapists","Mental health counselors","ALL",276,NA,179,NA,NA,51,46,NA,NA,64.86,NA,NA,18.48,16.67,NA
40380,"Rochester, NY","2005","Rehabilitation counselors","Mental health counselors","FEMALE",218,11,110,NA,13,84,NA,NA,5.05,50.46,NA,5.96,38.53,NA,NA
40380,"Rochester, NY","0000","Total-Pop","Total-Pop","ALL",1106917,80005,853028,2194,30546,117547,21748,1849,7.23,77.06,0.2,2.76,10.62,1.96,0.17
40380,"Rochester, NY","1821","Clinical and counseling psychologists","Psychologists","FEMALE",81,NA,81,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40380,"Rochester, NY","2004","Mental health counselors","Mental health counselors","MALE",121,NA,83,NA,17,21,NA,NA,NA,68.6,NA,14.05,17.36,NA,NA
40380,"Rochester, NY","2004","Mental health counselors","Mental health counselors","ALL",542,10,384,NA,25,62,61,NA,1.85,70.85,NA,4.61,11.44,11.25,NA
40380,"Rochester, NY","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",114,NA,76,NA,NA,38,NA,NA,NA,66.67,NA,NA,33.33,NA,NA
40380,"Rochester, NY","1821","Clinical and counseling psychologists","Psychologists","MALE",124,NA,124,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40380,"Rochester, NY","2003","Marriage and family therapists","Mental health counselors","MALE",53,NA,22,NA,NA,31,NA,NA,NA,41.51,NA,NA,58.49,NA,NA
40380,"Rochester, NY","1822","School psychologists","Psychologists","MALE",46,NA,46,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40380,"Rochester, NY","2005","Rehabilitation counselors","Mental health counselors","ALL",291,11,172,NA,13,84,11,NA,3.78,59.11,NA,4.47,28.87,3.78,NA
40380,"Rochester, NY","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",124,NA,86,NA,NA,38,NA,NA,NA,69.35,NA,NA,30.65,NA,NA
40380,"Rochester, NY","1825","Other psychologists","Psychologists","MALE",212,NA,210,NA,NA,NA,NA,2,NA,99.06,NA,NA,NA,NA,0.94
40380,"Rochester, NY","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",175,7,125,NA,NA,23,20,NA,4,71.43,NA,NA,13.14,11.43,NA
40420,"Rockford, IL","0000","Total-Pop","Total-Pop","MALE",166155,24456,115150,296,4051,17741,4229,232,14.72,69.3,0.18,2.44,10.68,2.55,0.14
40420,"Rockford, IL","2003","Marriage and family therapists","Mental health counselors","ALL",74,NA,74,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40420,"Rockford, IL","0000","Total-Pop","Total-Pop","FEMALE",172232,23623,120579,277,3857,19478,4128,290,13.72,70.01,0.16,2.24,11.31,2.4,0.17
40420,"Rockford, IL","1822","School psychologists","Psychologists","FEMALE",16,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,100,NA,NA
40420,"Rockford, IL","1825","Other psychologists","Psychologists","FEMALE",17,NA,17,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40420,"Rockford, IL","2004","Mental health counselors","Mental health counselors","ALL",16,NA,16,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40420,"Rockford, IL","2005","Rehabilitation counselors","Mental health counselors","ALL",17,NA,17,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40420,"Rockford, IL","1822","School psychologists","Psychologists","ALL",16,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,100,NA,NA
40420,"Rockford, IL","1825","Other psychologists","Psychologists","ALL",68,NA,68,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40420,"Rockford, IL","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",193,NA,134,NA,NA,59,NA,NA,NA,69.43,NA,NA,30.57,NA,NA
40420,"Rockford, IL","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",24,NA,24,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40420,"Rockford, IL","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",182,NA,123,NA,NA,59,NA,NA,NA,67.58,NA,NA,32.42,NA,NA
40420,"Rockford, IL","2003","Marriage and family therapists","Mental health counselors","FEMALE",37,NA,37,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40420,"Rockford, IL","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",24,NA,24,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40420,"Rockford, IL","2003","Marriage and family therapists","Mental health counselors","MALE",37,NA,37,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40420,"Rockford, IL","1821","Clinical and counseling psychologists","Psychologists","ALL",27,NA,27,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40420,"Rockford, IL","0000","Total-Pop","Total-Pop","ALL",338387,48079,235729,573,7908,37219,8357,522,14.21,69.66,0.17,2.34,11,2.47,0.15
40420,"Rockford, IL","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",11,NA,11,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40420,"Rockford, IL","1821","Clinical and counseling psychologists","Psychologists","MALE",27,NA,27,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40420,"Rockford, IL","1825","Other psychologists","Psychologists","MALE",51,NA,51,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40420,"Rockford, IL","2004","Mental health counselors","Mental health counselors","MALE",16,NA,16,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40420,"Rockford, IL","2005","Rehabilitation counselors","Mental health counselors","MALE",17,NA,17,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40580,"Rocky Mount, NC","0000","Total-Pop","Total-Pop","FEMALE",77183,4169,34130,293,530,36768,1265,28,5.4,44.22,0.38,0.69,47.64,1.64,0.04
40580,"Rocky Mount, NC","0000","Total-Pop","Total-Pop","ALL",146731,9026,66037,643,1069,67332,2551,73,6.15,45.01,0.44,0.73,45.89,1.74,0.05
40580,"Rocky Mount, NC","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",14,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,100,NA,NA
40580,"Rocky Mount, NC","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",23,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,100,NA,NA
40580,"Rocky Mount, NC","2005","Rehabilitation counselors","Mental health counselors","FEMALE",80,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,100,NA,NA
40580,"Rocky Mount, NC","1825","Other psychologists","Psychologists","MALE",13,NA,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40580,"Rocky Mount, NC","0000","Total-Pop","Total-Pop","MALE",69548,4857,31907,350,539,30564,1286,45,6.98,45.88,0.5,0.78,43.95,1.85,0.06
40580,"Rocky Mount, NC","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",9,NA,NA,5,NA,4,NA,NA,NA,NA,55.56,NA,44.44,NA,NA
40580,"Rocky Mount, NC","1825","Other psychologists","Psychologists","ALL",13,NA,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40580,"Rocky Mount, NC","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",32,NA,NA,5,NA,27,NA,NA,NA,NA,15.62,NA,84.38,NA,NA
40580,"Rocky Mount, NC","2005","Rehabilitation counselors","Mental health counselors","ALL",80,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,100,NA,NA
40580,"Rocky Mount, NC","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",14,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,100,NA,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",329,81,233,NA,NA,15,NA,NA,24.62,70.82,NA,NA,4.56,NA,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","0000","Total-Pop","Total-Pop","ALL",2316006,500116,1210429,9239,319178,157689,113352,6003,21.59,52.26,0.4,13.78,6.81,4.89,0.26
40900,"Sacramento--Roseville--Arden-Arcade, CA","1822","School psychologists","Psychologists","MALE",35,NA,20,NA,NA,15,NA,NA,NA,57.14,NA,NA,42.86,NA,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","1825","Other psychologists","Psychologists","FEMALE",1024,NA,964,NA,NA,18,42,NA,NA,94.14,NA,NA,1.76,4.1,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","1821","Clinical and counseling psychologists","Psychologists","FEMALE",142,NA,142,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","1822","School psychologists","Psychologists","FEMALE",288,17,244,NA,NA,27,NA,NA,5.9,84.72,NA,NA,9.38,NA,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","0000","Total-Pop","Total-Pop","FEMALE",1182992,249914,619721,4787,167490,79322,58826,2932,21.13,52.39,0.4,14.16,6.71,4.97,0.25
40900,"Sacramento--Roseville--Arden-Arcade, CA","2003","Marriage and family therapists","Mental health counselors","FEMALE",233,39,171,NA,23,NA,NA,NA,16.74,73.39,NA,9.87,NA,NA,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","2005","Rehabilitation counselors","Mental health counselors","FEMALE",236,NA,167,NA,37,32,NA,NA,NA,70.76,NA,15.68,13.56,NA,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",131,NA,62,20,12,37,NA,NA,NA,47.33,15.27,9.16,28.24,NA,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","1821","Clinical and counseling psychologists","Psychologists","MALE",73,NA,73,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","1825","Other psychologists","Psychologists","ALL",1522,20,1410,NA,NA,50,42,NA,1.31,92.64,NA,NA,3.29,2.76,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","1825","Other psychologists","Psychologists","MALE",498,20,446,NA,NA,32,NA,NA,4.02,89.56,NA,NA,6.43,NA,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",330,67,166,NA,14,60,23,NA,20.3,50.3,NA,4.24,18.18,6.97,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","2003","Marriage and family therapists","Mental health counselors","MALE",151,NA,11,NA,NA,140,NA,NA,NA,7.28,NA,NA,92.72,NA,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","2004","Mental health counselors","Mental health counselors","MALE",172,39,116,NA,NA,17,NA,NA,22.67,67.44,NA,NA,9.88,NA,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","2005","Rehabilitation counselors","Mental health counselors","MALE",39,14,NA,NA,25,NA,NA,NA,35.9,NA,NA,64.1,NA,NA,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",93,71,10,NA,12,NA,NA,NA,76.34,10.75,NA,12.9,NA,NA,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","1821","Clinical and counseling psychologists","Psychologists","ALL",215,NA,215,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","1822","School psychologists","Psychologists","ALL",323,17,264,NA,NA,42,NA,NA,5.26,81.73,NA,NA,13,NA,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","2005","Rehabilitation counselors","Mental health counselors","ALL",275,14,167,NA,62,32,NA,NA,5.09,60.73,NA,22.55,11.64,NA,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","2004","Mental health counselors","Mental health counselors","FEMALE",500,125,282,NA,40,53,NA,NA,25,56.4,NA,8,10.6,NA,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","2003","Marriage and family therapists","Mental health counselors","ALL",384,39,182,NA,23,140,NA,NA,10.16,47.4,NA,5.99,36.46,NA,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","2004","Mental health counselors","Mental health counselors","ALL",672,164,398,NA,40,70,NA,NA,24.4,59.23,NA,5.95,10.42,NA,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",659,148,399,NA,14,75,23,NA,22.46,60.55,NA,2.12,11.38,3.49,NA
40900,"Sacramento--Roseville--Arden-Arcade, CA","0000","Total-Pop","Total-Pop","MALE",1133014,250202,590708,4452,151688,78367,54526,3071,22.08,52.14,0.39,13.39,6.92,4.81,0.27
40900,"Sacramento--Roseville--Arden-Arcade, CA","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",224,71,72,20,24,37,NA,NA,31.7,32.14,8.93,10.71,16.52,NA,NA
40980,"Saginaw, MI","2003","Marriage and family therapists","Mental health counselors","FEMALE",23,NA,23,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40980,"Saginaw, MI","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",26,NA,26,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40980,"Saginaw, MI","0000","Total-Pop","Total-Pop","ALL",191899,16189,133205,334,2509,34415,5145,102,8.44,69.41,0.17,1.31,17.93,2.68,0.05
40980,"Saginaw, MI","1825","Other psychologists","Psychologists","FEMALE",46,NA,46,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40980,"Saginaw, MI","0000","Total-Pop","Total-Pop","FEMALE",98487,8052,68242,130,1332,18558,2121,52,8.18,69.29,0.13,1.35,18.84,2.15,0.05
40980,"Saginaw, MI","0000","Total-Pop","Total-Pop","MALE",93412,8137,64963,204,1177,15857,3024,50,8.71,69.54,0.22,1.26,16.98,3.24,0.05
40980,"Saginaw, MI","2004","Mental health counselors","Mental health counselors","ALL",28,NA,28,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40980,"Saginaw, MI","2004","Mental health counselors","Mental health counselors","FEMALE",28,NA,28,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40980,"Saginaw, MI","2005","Rehabilitation counselors","Mental health counselors","FEMALE",42,NA,42,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40980,"Saginaw, MI","1825","Other psychologists","Psychologists","MALE",16,NA,16,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40980,"Saginaw, MI","2005","Rehabilitation counselors","Mental health counselors","MALE",11,NA,11,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40980,"Saginaw, MI","1825","Other psychologists","Psychologists","ALL",62,NA,62,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40980,"Saginaw, MI","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",26,NA,26,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40980,"Saginaw, MI","2003","Marriage and family therapists","Mental health counselors","ALL",23,NA,23,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
40980,"Saginaw, MI","2005","Rehabilitation counselors","Mental health counselors","ALL",53,NA,53,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41100,"St. George, UT","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",46,NA,46,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41100,"St. George, UT","0000","Total-Pop","Total-Pop","FEMALE",83592,8296,71124,954,1195,240,1573,210,9.92,85.08,1.14,1.43,0.29,1.88,0.25
41100,"St. George, UT","2003","Marriage and family therapists","Mental health counselors","MALE",16,NA,16,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41100,"St. George, UT","2004","Mental health counselors","Mental health counselors","MALE",26,NA,26,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41100,"St. George, UT","2004","Mental health counselors","Mental health counselors","ALL",73,NA,73,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41100,"St. George, UT","0000","Total-Pop","Total-Pop","ALL",166024,17396,139853,1677,2454,1137,3026,481,10.48,84.24,1.01,1.48,0.68,1.82,0.29
41100,"St. George, UT","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",46,NA,46,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41100,"St. George, UT","2003","Marriage and family therapists","Mental health counselors","ALL",16,NA,16,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41100,"St. George, UT","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",15,NA,15,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41100,"St. George, UT","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",15,NA,15,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41100,"St. George, UT","2004","Mental health counselors","Mental health counselors","FEMALE",47,NA,47,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41100,"St. George, UT","0000","Total-Pop","Total-Pop","MALE",82432,9100,68729,723,1259,897,1453,271,11.04,83.38,0.88,1.53,1.09,1.76,0.33
41140,"St. Joseph, MO-KS","1825","Other psychologists","Psychologists","ALL",23,NA,23,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41140,"St. Joseph, MO-KS","0000","Total-Pop","Total-Pop","ALL",118203,6506,100558,378,1486,5916,3324,35,5.5,85.07,0.32,1.26,5,2.81,0.03
41140,"St. Joseph, MO-KS","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",8,NA,8,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41140,"St. Joseph, MO-KS","2003","Marriage and family therapists","Mental health counselors","FEMALE",8,NA,8,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41140,"St. Joseph, MO-KS","1825","Other psychologists","Psychologists","FEMALE",15,NA,15,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41140,"St. Joseph, MO-KS","1825","Other psychologists","Psychologists","MALE",8,NA,8,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41140,"St. Joseph, MO-KS","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",9,NA,9,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41140,"St. Joseph, MO-KS","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",10,NA,10,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41140,"St. Joseph, MO-KS","2004","Mental health counselors","Mental health counselors","FEMALE",10,NA,10,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41140,"St. Joseph, MO-KS","0000","Total-Pop","Total-Pop","FEMALE",57190,2845,50161,171,727,1951,1318,17,4.97,87.71,0.3,1.27,3.41,2.3,0.03
41140,"St. Joseph, MO-KS","0000","Total-Pop","Total-Pop","MALE",61013,3661,50397,207,759,3965,2006,18,6,82.6,0.34,1.24,6.5,3.29,0.03
41140,"St. Joseph, MO-KS","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",10,NA,10,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41140,"St. Joseph, MO-KS","2004","Mental health counselors","Mental health counselors","ALL",10,NA,10,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41140,"St. Joseph, MO-KS","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",17,NA,17,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41140,"St. Joseph, MO-KS","2003","Marriage and family therapists","Mental health counselors","ALL",8,NA,8,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41180,"St. Louis, MO-IL","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",408,NA,351,NA,27,30,NA,NA,NA,86.03,NA,6.62,7.35,NA,NA
41180,"St. Louis, MO-IL","2003","Marriage and family therapists","Mental health counselors","FEMALE",252,NA,226,NA,NA,26,NA,NA,NA,89.68,NA,NA,10.32,NA,NA
41180,"St. Louis, MO-IL","1822","School psychologists","Psychologists","ALL",520,NA,479,NA,33,8,NA,NA,NA,92.12,NA,6.35,1.54,NA,NA
41180,"St. Louis, MO-IL","1825","Other psychologists","Psychologists","ALL",954,19,740,NA,NA,195,NA,NA,1.99,77.57,NA,NA,20.44,NA,NA
41180,"St. Louis, MO-IL","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",668,NA,491,NA,27,150,NA,NA,NA,73.5,NA,4.04,22.46,NA,NA
41180,"St. Louis, MO-IL","1821","Clinical and counseling psychologists","Psychologists","ALL",137,NA,126,NA,NA,11,NA,NA,NA,91.97,NA,NA,8.03,NA,NA
41180,"St. Louis, MO-IL","1821","Clinical and counseling psychologists","Psychologists","FEMALE",95,NA,95,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41180,"St. Louis, MO-IL","1822","School psychologists","Psychologists","FEMALE",454,NA,413,NA,33,8,NA,NA,NA,90.97,NA,7.27,1.76,NA,NA
41180,"St. Louis, MO-IL","1825","Other psychologists","Psychologists","FEMALE",746,19,532,NA,NA,195,NA,NA,2.55,71.31,NA,NA,26.14,NA,NA
41180,"St. Louis, MO-IL","2003","Marriage and family therapists","Mental health counselors","ALL",255,NA,229,NA,NA,26,NA,NA,NA,89.8,NA,NA,10.2,NA,NA
41180,"St. Louis, MO-IL","0000","Total-Pop","Total-Pop","MALE",1376287,45724,1025346,1912,35947,232826,32272,2260,3.32,74.5,0.14,2.61,16.92,2.34,0.16
41180,"St. Louis, MO-IL","2004","Mental health counselors","Mental health counselors","FEMALE",644,NA,515,NA,32,72,25,NA,NA,79.97,NA,4.97,11.18,3.88,NA
41180,"St. Louis, MO-IL","2005","Rehabilitation counselors","Mental health counselors","FEMALE",171,NA,171,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41180,"St. Louis, MO-IL","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",34,NA,15,NA,NA,19,NA,NA,NA,44.12,NA,NA,55.88,NA,NA
41180,"St. Louis, MO-IL","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",332,NA,307,NA,NA,25,NA,NA,NA,92.47,NA,NA,7.53,NA,NA
41180,"St. Louis, MO-IL","1821","Clinical and counseling psychologists","Psychologists","MALE",42,NA,31,NA,NA,11,NA,NA,NA,73.81,NA,NA,26.19,NA,NA
41180,"St. Louis, MO-IL","1822","School psychologists","Psychologists","MALE",66,NA,66,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41180,"St. Louis, MO-IL","1825","Other psychologists","Psychologists","MALE",208,NA,208,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41180,"St. Louis, MO-IL","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",260,NA,140,NA,NA,120,NA,NA,NA,53.85,NA,NA,46.15,NA,NA
41180,"St. Louis, MO-IL","2004","Mental health counselors","Mental health counselors","ALL",783,NA,643,NA,32,83,25,NA,NA,82.12,NA,4.09,10.6,3.19,NA
41180,"St. Louis, MO-IL","2005","Rehabilitation counselors","Mental health counselors","ALL",202,NA,202,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41180,"St. Louis, MO-IL","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",366,NA,322,NA,NA,44,NA,NA,NA,87.98,NA,NA,12.02,NA,NA
41180,"St. Louis, MO-IL","2005","Rehabilitation counselors","Mental health counselors","MALE",31,NA,31,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41180,"St. Louis, MO-IL","0000","Total-Pop","Total-Pop","FEMALE",1461198,42803,1066947,2737,38505,277594,29903,2709,2.93,73.02,0.19,2.64,19,2.05,0.19
41180,"St. Louis, MO-IL","2003","Marriage and family therapists","Mental health counselors","MALE",3,NA,3,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41180,"St. Louis, MO-IL","2004","Mental health counselors","Mental health counselors","MALE",139,NA,128,NA,NA,11,NA,NA,NA,92.09,NA,NA,7.91,NA,NA
41180,"St. Louis, MO-IL","0000","Total-Pop","Total-Pop","ALL",2837485,88527,2092293,4649,74452,510420,62175,4969,3.12,73.74,0.16,2.62,17.99,2.19,0.18
41500,"Salinas, CA","1825","Other psychologists","Psychologists","ALL",235,NA,235,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
41500,"Salinas, CA","2004","Mental health counselors","Mental health counselors","FEMALE",60,25,5,NA,30,NA,NA,NA,41.67,8.33,NA,50,NA,NA,NA
